Repository,Component Type,Ecosystem,Name,Version,Dependency Scope,Relationship,License,PURL or Reference,Metadata Source,Notes
workspace,library,npm,react-error-boundary,3.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/react-error-boundary@3.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-hook-form,7.75.0,runtime,transitive runtime dependency,MIT,pkg:npm/react-hook-form@7.75.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-i18next,16.5.4,runtime,direct runtime dependency,MIT,pkg:npm/react-i18next@16.5.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-is,19.2.4,runtime,transitive runtime dependency,MIT,pkg:npm/react-is@19.2.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-is,16.13.1,runtime,transitive runtime dependency,MIT,pkg:npm/react-is@16.13.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-is,17.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/react-is@17.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-refresh,0.18.0,build,transitive build dependency,MIT,pkg:npm/react-refresh@0.18.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-remove-scroll,2.7.2,runtime,transitive runtime dependency,MIT,pkg:npm/react-remove-scroll@2.7.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-remove-scroll-bar,2.3.8,runtime,transitive runtime dependency,MIT,pkg:npm/react-remove-scroll-bar@2.3.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-style-singleton,2.2.3,runtime,transitive runtime dependency,MIT,pkg:npm/react-style-singleton@2.2.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,react-transition-group,4.4.5,runtime,transitive runtime dependency,BSD-3-Clause,pkg:npm/react-transition-group@4.4.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,readdirp,3.6.0,build,transitive build dependency,MIT,pkg:npm/readdirp@3.6.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,recast,0.23.11,build,transitive build dependency,MIT,pkg:npm/recast@0.23.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,resium,1.21.0,runtime,direct runtime dependency,MIT,pkg:npm/resium@1.21.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,rollup,4.59.0,build,transitive build dependency,MIT,pkg:npm/rollup@4.59.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,sade,1.8.1,runtime,transitive runtime dependency,MIT,pkg:npm/sade@1.8.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,scheduler,0.27.0,runtime,transitive runtime dependency,MIT,pkg:npm/scheduler@0.27.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,semver,6.3.1,build,transitive build dependency,ISC,pkg:npm/semver@6.3.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,seroval,1.5.0,build,transitive build dependency,MIT,pkg:npm/seroval@1.5.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,seroval-plugins,1.5.0,build,transitive build dependency,MIT,pkg:npm/seroval-plugins@1.5.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,sonner,2.0.7,runtime,direct runtime dependency,MIT,pkg:npm/sonner@2.0.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,source-map,0.7.6,build,transitive build dependency,BSD-3-Clause,pkg:npm/source-map@0.7.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,source-map,0.5.7,runtime,transitive runtime dependency,BSD-3-Clause,pkg:npm/source-map@0.5.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,source-map,0.6.1,build,transitive build dependency,BSD-3-Clause,pkg:npm/source-map@0.6.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,source-map-js,1.2.1,build,transitive build dependency,BSD-3-Clause,pkg:npm/source-map-js@1.2.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,static-browser-server,1.0.3,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/static-browser-server@1.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,strict-event-emitter,0.4.6,runtime,transitive runtime dependency,MIT,pkg:npm/strict-event-emitter@0.4.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,stringify-entities,4.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/stringify-entities@4.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,style-mod,4.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/style-mod@4.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,stylis,4.2.0,runtime,transitive runtime dependency,MIT,pkg:npm/stylis@4.2.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,tabbable,6.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/tabbable@6.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,tiny-invariant,1.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/tiny-invariant@1.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,tiny-warning,1.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/tiny-warning@1.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,to-regex-range,5.0.1,build,transitive build dependency,MIT,pkg:npm/to-regex-range@5.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,topojson-client,3.1.0,runtime,transitive runtime dependency,ISC,pkg:npm/topojson-client@3.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,tslib,2.8.1,runtime,transitive runtime dependency,0BSD,pkg:npm/tslib@2.8.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,tsx,4.21.0,build,transitive build dependency,MIT,pkg:npm/tsx@4.21.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,type,2.7.3,runtime,transitive runtime dependency,ISC,pkg:npm/type@2.7.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unidiff,1.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/unidiff@1.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unist-util-is,6.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/unist-util-is@6.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unist-util-position-from-estree,2.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/unist-util-position-from-estree@2.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unist-util-stringify-position,4.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/unist-util-stringify-position@4.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unist-util-visit,5.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/unist-util-visit@5.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unist-util-visit-parents,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/unist-util-visit-parents@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,unplugin,2.3.11,build,transitive build dependency,MIT,pkg:npm/unplugin@2.3.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,update-browserslist-db,1.2.3,build,transitive build dependency,MIT,pkg:npm/update-browserslist-db@1.2.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,urijs,1.19.11,runtime,transitive runtime dependency,MIT,pkg:npm/urijs@1.19.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,use-callback-ref,1.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/use-callback-ref@1.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,use-sidecar,1.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/use-sidecar@1.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,use-sync-external-store,1.6.0,runtime,transitive runtime dependency,MIT,pkg:npm/use-sync-external-store@1.6.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,uvu,0.5.6,runtime,transitive runtime dependency,MIT,pkg:npm/uvu@0.5.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,vfile-message,4.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/vfile-message@4.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,vite,7.3.1,build,direct build dependency,MIT,pkg:npm/vite@7.3.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,void-elements,3.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/void-elements@3.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,w3c-keyname,2.2.8,runtime,transitive runtime dependency,MIT,pkg:npm/w3c-keyname@2.2.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,webpack-virtual-modules,0.6.2,build,transitive build dependency,MIT,pkg:npm/webpack-virtual-modules@0.6.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,yallist,3.1.1,build,transitive build dependency,ISC,pkg:npm/yallist@3.1.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,yaml,2.8.2,build,transitive build dependency,ISC,pkg:npm/yaml@2.8.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,yaml,1.10.2,runtime,transitive runtime dependency,ISC,pkg:npm/yaml@1.10.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,yjs,13.6.30,runtime,transitive runtime dependency,MIT,pkg:npm/yjs@13.6.30,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,zod,3.25.76,runtime,direct runtime dependency,MIT,pkg:npm/zod@3.25.76,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,zwitch,2.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/zwitch@2.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
