Repository,Component Type,Ecosystem,Name,Version,Dependency Scope,Relationship,License,PURL or Reference,Metadata Source,Notes
workspace,application,first-party,base-frontend,0.9.0,runtime,root component,LGPL-3.0-or-later,pkg:npm/base-frontend@0.9.0,workspace/package.json,First-party repository component.
workspace,container,OCI container,nginxinc/nginx-unprivileged,alpine (not digest pinned),runtime,referenced runtime software,BSD-2-Clause (NGINX); container includes additional licenses,oci:nginxinc/nginx-unprivileged:alpine,workspace/Dockerfile,Production image serving the generated static site; packages inside the image are not expanded.
workspace,container,OCI container,node,22-alpine (not digest pinned),build,referenced build software,MIT (Node.js); container includes additional licenses,oci:node:22-alpine,workspace/Dockerfile,Builder base image; packages inside the image are not expanded.
workspace,application,npm CLI,pnpm,11.1.3,build,referenced build software,MIT,pkg:npm/pnpm@11.1.3,workspace/package.json and Dockerfile,Package manager pinned by packageManager and enabled through Corepack for the container build.
workspace,library,npm,@babel/code-frame,7.29.0,build,transitive build dependency,MIT,pkg:npm/%40babel/code-frame@7.29.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/compat-data,7.29.0,build,transitive build dependency,MIT,pkg:npm/%40babel/compat-data@7.29.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/core,7.29.0,build,transitive build dependency,MIT,pkg:npm/%40babel/core@7.29.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/generator,7.29.1,build,transitive build dependency,MIT,pkg:npm/%40babel/generator@7.29.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-compilation-targets,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-compilation-targets@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-globals,7.28.0,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-globals@7.28.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-module-imports,7.28.6,runtime,transitive runtime dependency,MIT,pkg:npm/%40babel/helper-module-imports@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-module-transforms,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-module-transforms@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-plugin-utils,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-plugin-utils@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-string-parser,7.27.1,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-string-parser@7.27.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-validator-identifier,7.28.5,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-validator-identifier@7.28.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-validator-option,7.27.1,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-validator-option@7.27.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helpers,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/helpers@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-syntax-jsx,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-syntax-jsx@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-syntax-typescript,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-syntax-typescript@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-transform-react-jsx-self,7.27.1,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-transform-react-jsx-self@7.27.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-transform-react-jsx-source,7.27.1,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-transform-react-jsx-source@7.27.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/runtime,7.28.6,runtime,transitive runtime dependency,MIT,pkg:npm/%40babel/runtime@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/template,7.28.6,build,transitive build dependency,MIT,pkg:npm/%40babel/template@7.28.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/traverse,7.29.0,build,transitive build dependency,MIT,pkg:npm/%40babel/traverse@7.29.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/types,7.29.0,build,transitive build dependency,MIT,pkg:npm/%40babel/types@7.29.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/engine,25.0.0,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/engine@25.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/wasm-splats,0.1.0-alpha.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/wasm-splats@0.1.0-alpha.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/widgets,15.0.0,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/widgets@15.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/autocomplete,6.20.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/autocomplete@6.20.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/commands,6.10.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/commands@6.10.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-angular,0.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-angular@0.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-cpp,6.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-cpp@6.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-css,6.3.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-css@6.3.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-go,6.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-go@6.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-html,6.4.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-html@6.4.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-java,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-java@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-javascript,6.2.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-javascript@6.2.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-jinja,6.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-jinja@6.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-json,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-json@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-less,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-less@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-liquid,6.3.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-liquid@6.3.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-markdown,6.5.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-markdown@6.5.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-php,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-php@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-python,6.2.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-python@6.2.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-rust,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-rust@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-sass,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-sass@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-sql,6.10.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-sql@6.10.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-vue,0.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-vue@0.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-wast,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-wast@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-xml,6.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-xml@6.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lang-yaml,6.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lang-yaml@6.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/language,6.12.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/language@6.12.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/language-data,6.5.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/language-data@6.5.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/legacy-modes,6.5.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/legacy-modes@6.5.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/lint,6.9.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/lint@6.9.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/merge,6.12.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/merge@6.12.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/search,6.7.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/search@6.7.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/state,6.6.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/state@6.6.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codemirror/view,6.41.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40codemirror/view@6.41.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codesandbox/nodebox,0.1.8,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40codesandbox/nodebox@0.1.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codesandbox/sandpack-client,2.19.8,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40codesandbox/sandpack-client@2.19.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@codesandbox/sandpack-react,2.20.0,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40codesandbox/sandpack-react@2.20.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@csi-foxbyte/regensburg_digitalerenergiezwilling_energycalculationcore,0.20.1,runtime,direct runtime dependency,LGPL-3.0-or-later,pkg:npm/%40csi-foxbyte/regensburg_digitalerenergiezwilling_energycalculationcore@0.20.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/babel-plugin,11.13.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/babel-plugin@11.13.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/cache,11.14.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/cache@11.14.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/hash,0.9.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/hash@0.9.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/is-prop-valid,1.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/is-prop-valid@1.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/memoize,0.9.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/memoize@0.9.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/react,11.14.0,runtime,direct runtime dependency,MIT,pkg:npm/%40emotion/react@11.14.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/serialize,1.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/serialize@1.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/sheet,1.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/sheet@1.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/styled,11.14.1,runtime,direct runtime dependency,MIT,pkg:npm/%40emotion/styled@11.14.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/unitless,0.10.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/unitless@0.10.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/use-insertion-effect-with-fallbacks,1.2.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/use-insertion-effect-with-fallbacks@1.2.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/utils,1.4.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/utils@1.4.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@emotion/weak-memoize,0.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40emotion/weak-memoize@0.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/aix-ppc64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/aix-ppc64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/android-arm,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/android-arm@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/android-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/android-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/android-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/android-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/darwin-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/darwin-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/darwin-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/darwin-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/freebsd-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/freebsd-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/freebsd-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/freebsd-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-arm,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-arm@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-ia32,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-ia32@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-loong64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-loong64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-mips64el,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-mips64el@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-ppc64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-ppc64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-riscv64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-riscv64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-s390x,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/linux-s390x@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-x64,0.27.3,build,transitive build dependency,MIT,pkg:npm/%40esbuild/linux-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/netbsd-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/netbsd-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/netbsd-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/netbsd-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/openbsd-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/openbsd-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/openbsd-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/openbsd-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/openharmony-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/openharmony-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/sunos-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/sunos-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/win32-arm64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/win32-arm64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/win32-ia32,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/win32-ia32@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/win32-x64,0.27.3,build,transitive build dependency,NOASSERTION,pkg:npm/%40esbuild/win32-x64@0.27.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/core,1.7.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/core@1.7.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/dom,1.7.6,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/dom@1.7.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/react,0.27.19,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/react@0.27.19,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/react-dom,2.1.8,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/react-dom@2.1.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/utils,0.2.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/utils@0.2.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/gen-mapping,0.3.13,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/gen-mapping@0.3.13,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/remapping,2.3.5,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/remapping@2.3.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/resolve-uri,3.1.2,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/resolve-uri@3.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/sourcemap-codec,1.5.5,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/sourcemap-codec@1.5.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/trace-mapping,0.3.31,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/trace-mapping@0.3.31,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/clipboard,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/clipboard@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/code,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/code@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/devtools-core,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/devtools-core@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/dragon,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/dragon@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/hashtag,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/hashtag@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@lexical/history,0.35.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40lexical/history@0.35.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
